n,mse,frob,rate1.lb,rate1.ub,rate1.in,rate2.lb,rate2.ub,rate2.in,rate3.lb,rate3.ub,rate3.in,rate4.lb,rate4.ub,rate4.in,rate5.lb,rate5.ub,rate5.in,rate6.lb,rate6.ub,rate6.in,rate7.lb,rate7.ub,rate7.in
3100,0.063124804092768,0.0020892531761227367,0.9917222501994076,1.303500898094692,1,1.0531667429512106,1.3587965025961852,1,1.469819392438564,1.8197586733041615,1,0.5389050184169635,0.7962743691156282,1,1.7922673528464927,2.1582147915416474,1,1.2915592434182324,1.628281753030983,1,0.3918629278977698,0.6296360706487568,1
3200,0.06267878813745391,0.002405866066114831,0.6624253113825015,0.948630007110583,0,1.2071094825283004,1.5258071250775878,1,1.5278597173724373,1.8732319441387695,1,0.6091229777972988,0.8840794286703364,1,1.7835039493249645,2.1426667551624425,1,1.3459958964256145,1.6790816158008441,1,0.3941602879140215,0.6391345358532954,1
3300,0.061401779024833625,0.001251729544901033,0.8613666112005887,1.1548547886707325,1,1.1195587264573867,1.435896650166308,1,1.4592974168578443,1.7966296480791748,1,0.6476454070001796,0.9210677359729376,1,1.840970797651708,2.1981872378687943,1,1.360451558691446,1.6927535832710603,1,0.34441620861270716,0.5718248892910445,1
3400,0.05771790155875468,0.003158773664741088,0.6965507927485103,0.9738637737226948,0,1.0154155518346184,1.3088597051912756,1,1.5307953431201535,1.8666510424029585,1,0.5365535550407393,0.7845458042695975,1,1.8705763625424445,2.2180802051120008,1,1.2587927945752615,1.5731294845525954,1,0.5461597258725078,0.8064586324103779,0
3500,0.05494297793497342,0.002089290477504125,0.8298459668898435,1.1036269018429947,1,0.9272558152641941,1.2162363608516142,0,1.6034929688777875,1.9312932793836453,1,0.6764904856510351,0.9443737702545402,1,1.775689703945755,2.1127233064025175,1,1.3776307261825194,1.6941285484323991,1,0.33577949228111525,0.543528578244159,1
3600,0.05684042556757723,0.0018271359043039418,0.7594751426771051,1.0353237854310324,1,1.094555936768278,1.3884551382591048,1,1.7776765570488904,2.1178150636382735,0,0.5729514061788348,0.8235505493360646,1,1.8614707343150496,2.20581742734911,1,1.2818469805532593,1.598520569871606,1,0.365311226448346,0.6005064848020008,1
3700,0.05627480165243399,0.0016490045446062996,0.9589995729074859,1.246421058649173,1,1.1404691850566187,1.4369956153265833,1,1.679717905822542,2.0170358371360826,1,0.6393099923568505,0.892620168592375,1,1.6972641226022387,2.033920563359924,1,1.4048045818244987,1.7179590422279665,1,0.3868558152863142,0.6084950340768873,1
3800,0.05269387899662819,0.002121716103928175,0.8099473914118789,1.0798060948241814,1,0.9672790314318065,1.2471445190285895,0,1.615304716791604,1.9358457205041137,1,0.5741479390933617,0.8215898784419313,1,1.8428163128886004,2.1735469782546337,1,1.3792130519003165,1.686082616654871,1,0.3177253571170226,0.5448556180027635,1
3900,0.05012986211080862,0.0014057853078801822,0.8375849572753166,1.0972983722267564,1,1.118632951930053,1.4068817153211295,1,1.7153847927051864,2.0348637749718357,1,0.6435592946900124,0.8834998299140793,1,1.6682742744408576,1.9821389600121277,0,1.34927258379421,1.6502678965562896,1,0.38073207502142975,0.5886459368607779,1
4000,0.052337326115065315,0.001717857788470993,0.9391890479276639,1.2053437627429178,1,1.1887958205607108,1.47686209311862,1,1.6755926735091558,1.9933231423654065,1,0.6314614733191608,0.8807052710201002,1,1.9004657995426015,2.2340477858787313,1,1.4146667506805013,1.7212015837162826,1,0.3160746622294254,0.526473007503,1
4100,0.050491325164773025,0.0018006772938409593,0.8076031290777305,1.069413859989124,1,1.0559398296601266,1.3305268621418682,1,1.5542211890556383,1.8622883627154736,1,0.579277941464825,0.8091407211462833,1,1.9420180042558,2.270914075727429,1,1.586370022969402,1.8993809342949337,0,0.3925506474070014,0.6129871745915282,1
4200,0.04815639236988203,0.0018019656759776428,0.786016254598908,1.0342292500874524,1,0.9868229965122561,1.2601337413062754,1,1.6232806093497176,1.9250864122478082,1,0.6131290016749766,0.8540415825438132,1,1.9933965225064003,2.3197774645650866,1,1.2296555450857347,1.5106094674350408,1,0.4487445671077747,0.672939023196814,1
4300,0.047888588390989695,0.0015095114610873576,0.8909053103706528,1.1413855140935185,1,1.1313445328670932,1.4116249390477862,1,1.613909170629896,1.9207499451530254,1,0.7590304570110853,1.009268158948458,0,1.6770616412441617,1.981878428027924,0,1.3138107001310209,1.6033118174698209,1,0.35001192575242557,0.5584989757486817,1
4400,0.04360490489404428,0.0015598499962332108,0.7790713313830437,1.0196126531004042,1,1.038128443487054,1.2961615918941496,1,1.5557065118704934,1.8432190483373514,1,0.5633077984129029,0.7918280205070132,1,1.9314440929936336,2.24124231620601,1,1.3660274119965579,1.6487025847454244,1,0.3882875785286087,0.5798430116387924,1
4500,0.04522252794673131,0.0012241984246040565,0.8758776228614198,1.1285248841757398,1,1.1890038502461953,1.4596150620252861,1,1.5898264681945637,1.8829116735559646,1,0.7342504642982535,0.973289210649894,1,1.7102994193140748,2.0091927475437936,1,1.349708458258829,1.6296281886360913,1,0.36097409201660074,0.5649698132749461,1
4600,0.040751653221783715,0.00248665705710714,0.995691189704953,1.2480580278092477,1,1.0038805262799537,1.2505860990313409,1,1.3812958042826915,1.6531503598494994,0,0.5410354360006523,0.7439600554989075,0,1.9131456288867157,2.2133091323273413,1,1.4419817864124005,1.7176700983572049,1,0.3123669550334244,0.50020555369738,1
4700,0.04287255180537926,7.653170446771673e-4,0.9153835675718605,1.1589767998623879,1,1.13194726456303,1.3962211147384211,1,1.6375996872424594,1.9274317786611588,1,0.5834862545564925,0.7979669578316726,1,1.8547221984205313,2.1532431025159298,1,1.2783315020241632,1.5506065764369112,1,0.39536642113133197,0.5991869727531305,1
4800,0.042088328620469545,0.0014593000212767661,0.8003354350540977,1.0362278810574992,1,1.1145615800228155,1.3692734923726795,1,1.7342145986672406,2.025552442551302,1,0.6023827566197778,0.8281993476841564,1,1.7942063995102444,2.0856178526088116,1,1.2554782415461299,1.521147776245885,1,0.5144553056503165,0.7232422660998759,0
4900,0.04195345760492661,0.0017172366617277056,0.8661401097515242,1.1089137297444476,1,1.2779500495553293,1.5419644406729156,0,1.7552128760662793,2.0436961434347127,0,0.6490151517700055,0.8704159555221195,1,1.5957205265370393,1.8824830138404227,0,1.3580493264293143,1.6291003405693811,1,0.407347740749609,0.6008488861535181,1
5000,0.041531336993638965,7.190933480440419e-4,0.9069045248506316,1.1516714033995152,1,1.1152013246125163,1.3681515974727607,1,1.6631615783047566,1.945564558090124,1,0.6098460675027638,0.8344759340359521,1,1.7490361229550329,2.0328515745827906,1,1.3844347456860382,1.6477876980706518,1,0.42998991213233284,0.6431768590932391,1
5100,0.04001840471567966,6.535991382774469e-4,0.9310070151718105,1.172932038765196,1,1.176548771608466,1.4271684324055403,1,1.606778153952575,1.8859000806978963,1,0.6329536144287173,0.8482507884498365,1,1.7965866251408356,2.0808284985310563,1,1.304982626197329,1.5691710130042034,1,0.434482464055879,0.6265692434686997,1
5200,0.03810099656920424,0.0010059986570468311,0.8617066052030026,1.0919549636883545,1,1.0742570093585595,1.3172759724359384,1,1.5914400098327541,1.8629668612159667,1,0.7142916340526634,0.9327388064711325,1,1.8745712960570704,2.1578730083344513,1,1.2362322398957506,1.4850572551345729,0,0.4341834202555557,0.6256079168626612,1
5300,0.03918897723406447,0.0010385129800741357,0.8959789104755923,1.1281235365837976,1,1.15850540818269,1.4093012627501185,1,1.5929563301115408,1.8611382310271236,1,0.5761522859757985,0.7850752786683491,1,1.8989426864678818,2.186944442260476,1,1.406941883136846,1.6680609336921353,1,0.4971689678784056,0.6987172659543858,1
5400,0.038002022883020965,8.274405276299645e-4,0.9801356812744992,1.2138192777605976,1,1.0390508178369824,1.2738063746882815,1,1.5996050168256088,1.8710672126498387,1,0.6373159524431548,0.8447485457794287,1,1.9265180656342047,2.2109745618896577,1,1.3533793585826273,1.6139773773531096,1,0.4186641060285178,0.6083993744579025,1
5500,0.036318245008128774,7.921963735967453e-4,0.9027390556036805,1.1286745193998489,1,1.1417888498010749,1.3825669029080343,1,1.48042683362442,1.7391482436638797,0,0.6165781632198563,0.8273316574495354,1,1.8510533788383348,2.1243752223419223,1,1.4551596840203704,1.707411701111649,1,0.4185084206668729,0.6037966877522262,1
5600,0.036429874262838405,9.081317384665051e-4,0.8403613416949226,1.0659711047982048,1,1.1353308751966245,1.3731356622213344,1,1.7623691552141174,2.0288949155637463,0,0.7030886292954434,0.9191552333447995,1,1.8067206182886888,2.0789674242793144,1,1.2872191569816005,1.535471883390997,1,0.39870581567384145,0.5812737525762822,1
5700,0.035515379564555444,0.001172151207329643,0.8396748776496091,1.0611553715157254,1,1.1029082152315726,1.335188002502201,1,1.655723045813846,1.918205931492594,1,0.5328971744950204,0.722504713504629,0,1.9859800200857365,2.2630522480891204,1,1.3684278181531397,1.6174623997224888,1,0.47900917010042776,0.6732012801178466,1
5800,0.035037560834004465,9.008820844664011e-4,0.9302269459696744,1.154149278985467,1,1.1458568711484693,1.379224789766764,1,1.7281683857644978,1.993644011617961,1,0.559730826803829,0.7532895386542262,1,1.8851665544327523,2.156576346243865,1,1.438267434261466,1.6901420598215293,1,0.38365300306507893,0.555508732782551,1
5900,0.03391113630915015,6.704187832115988e-4,0.9878114050808823,1.213873089761352,1,1.1239768508288202,1.3578990363965504,1,1.541790763912513,1.7934295241021916,1,0.6334472216468444,0.8301499567807958,1,1.8277407185829755,2.092326224586083,1,1.358436128787255,1.5989446545642456,1,0.438317131660342,0.6152489396258971,1
6000,0.03387814938957234,7.471929263975413e-4,0.8290086454825631,1.0413758699644453,1,1.0573042393121934,1.2821335999683496,1,1.610025293616365,1.8633324246261445,1,0.7233121105570524,0.9298482788514346,1,1.9442394784557848,2.2121992506363046,1,1.39866135247674,1.645924429510123,1,0.41095899483714626,0.5876620837148387,1
6100,0.03210667092829876,0.0015378557292553695,0.8035331671189578,1.0041120663969925,1,1.2034051465783682,1.4331058800982364,1,1.870894921248485,2.1299191076500605,0,0.5717402100409177,0.7627823873238668,1,1.8662211080484425,2.1271317774029725,1,1.2137888848411598,1.4426502764822906,0,0.37820190969404743,0.5526355504498118,1
6200,0.0329125550589291,0.0012539498255487163,0.918429720442509,1.132811398140584,1,0.9456375503162403,1.1618731790685446,0,1.6029148390812191,1.8514823587270988,1,0.6303371366343037,0.8265280661915461,1,2.009810902518305,2.2777475713550888,0,1.5257420801888841,1.7720166221134286,0,0.41590028926990796,0.5912574663214321,1
6300,0.03288096307112531,5.064099117946885e-4,0.8924060050048634,1.1054438329313898,1,1.0594230404815805,1.2835140396676268,1,1.6631082777702937,1.9135454137835843,1,0.6647106348097616,0.8623360629082888,1,1.8727595903205025,2.1317990861821126,1,1.3957155794465432,1.638341304324069,1,0.45368446042263844,0.633957403061415,1
6400,0.03300701631730958,0.001017493222078015,0.8604685672032457,1.0754159431186918,1,1.2219786037755382,1.4546026035671018,1,1.532946296448274,1.7792791103840229,1,0.6125196427577677,0.8053451051634568,1,1.8327122035068761,2.08897903968874,1,1.5520868922163202,1.7965063376661716,0,0.46224703527987543,0.6455945120554253,1
6500,0.030619544936345992,8.415470959230684e-4,0.9118310166655974,1.1180469522030594,1,1.1791642249354441,1.40158397489615,1,1.6606849432879063,1.9051993469371196,1,0.5568892053230918,0.7363655362127546,0,1.798718473665944,2.047963487321168,1,1.4121230435630023,1.6500641433420107,1,0.4881298171927131,0.6573527160565729,1
6600,0.030733812941837267,8.418762988721981e-4,0.9627160424964157,1.1743205703370114,1,1.1392360193617161,1.3594836312797431,1,1.7208114699840036,1.969926175552144,1,0.705107720292851,0.898669162026927,1,1.7391681646543051,1.9851486782467713,0,1.3246324117219423,1.5551533369177204,1,0.3689978341186289,0.5307096168114209,1
6700,0.028949098826669722,0.001378489499408632,0.9352572273074707,1.1349873459795683,1,1.151332447021197,1.369286191302042,1,1.670614145994994,1.9114918138647568,1,0.6960478221738172,0.8855757496144426,1,1.655924949784815,1.894862751965933,0,1.384420124869004,1.6107107635078037,1,0.3021799621647745,0.45598052059681027,0
6800,0.030031214402384297,7.365541605069632e-4,0.9201574700405787,1.1241914537091886,1,1.2268101433347742,1.4486228449559442,1,1.5650483446603156,1.8010406398175312,1,0.741931486657179,0.9383924208955347,1,1.7987716085851506,2.0456926272789397,1,1.3311191973762333,1.557396076021461,1,0.42396168060543155,0.5904303075291809,1
6900,0.029837089321299897,9.938151611315468e-4,0.7725236561558311,0.9687275420514228,0,1.079893737182015,1.2948090657929396,1,1.6673264862897759,1.9096547503868762,1,0.7423106802998669,0.9334101498867975,1,1.968965307669506,2.220280391762287,1,1.3526642456117564,1.578350732022151,1,0.4927846260893737,0.6627315207358752,1
7000,0.028829939813390052,7.948446759151733e-4,0.9581625648190627,1.1623757988002068,1,1.1198259692695212,1.333796953943549,1,1.7229866948267953,1.9632584062152714,1,0.6514408771714408,0.8332211022483926,1,1.8542228133119238,2.0965970569549146,1,1.3748604711830619,1.5999250082983303,1,0.32876754776739175,0.484787184960668,0
7100,0.028918361313061035,8.583830048657285e-4,0.9531961588430344,1.1570171973178023,1,1.2411063273554455,1.45672788939286,1,1.708230848957904,1.9470744673335547,1,0.626512013674471,0.8099525000961999,1,1.8441670218467414,2.088897804859739,1,1.3747501688357049,1.5993167613731127,1,0.32788103649977474,0.4824897753829772,0
7200,0.028427123890256235,6.687163901615333e-4,0.9436604936879425,1.143899119030801,1,1.1402082045866548,1.3504042376940404,1,1.6698332628987003,1.9052559198571912,1,0.5710540308252373,0.7442720434598521,0,1.983637403391354,2.230220459084026,1,1.3994833605168049,1.62427403718649,1,0.43740679561448853,0.6005111715338913,1
7300,0.028067144283357274,5.009747013283977e-4,0.9500575496540193,1.1495792146506756,1,1.144786302337797,1.3553379693312693,1,1.5363197562956352,1.7640919098693293,1,0.6531873234489534,0.8365599043738179,1,1.8611705597228405,2.101317561197995,1,1.389403279485037,1.609801172447313,1,0.46563426868584523,0.6325328719419054,1
7400,0.0269034028133563,8.880822572260628e-4,0.899495239867398,1.0926393258573373,1,1.2208170293113407,1.4321399109396795,1,1.6111536548852927,1.838931755081761,1,0.6993834938436168,0.8815260262063778,1,1.8768037249768632,2.1138659073914834,1,1.3608663407853412,1.5772585255266762,1,0.3129330620626197,0.4582206467790578,0
7500,0.026279437298524402,5.734808210491119e-4,0.9413741532682598,1.135170385232289,1,1.0642318554230679,1.2639552214666265,1,1.632811910043249,1.8585517638588405,1,0.6486392444585887,0.8201584398200983,1,1.7994842373874282,2.0306260201184516,1,1.3502731975800017,1.5643574902816457,1,0.43407604166218433,0.5993585624873627,1
7600,0.026346234514484968,4.4740507838231816e-4,0.9294259248799303,1.121398208788206,1,1.097250584235238,1.2994094584954679,1,1.6249740196926903,1.8499641409415937,1,0.5933415170193281,0.7693702533836095,1,1.9163774932050892,2.1522574185389405,1,1.4183670987193142,1.63266944750733,1,0.41915407844045194,0.5748154241066803,1
7700,0.02720465234092257,9.071549503013969e-4,0.8378731851018923,1.027590315049897,1,1.1096410942620276,1.3137143504473527,1,1.5701364550647432,1.795192967207617,1,0.8220342383159864,1.009552884593306,0,1.9318804599452863,2.1692896455608053,1,1.4234587625424502,1.643724602438673,1,0.4646691635802354,0.6261657733356792,1
7800,0.025686776783213735,5.380145473593839e-4,0.922415048455208,1.1135664868558963,1,1.2099944717317481,1.4131526758901327,1,1.6518643309424093,1.8759763902539848,1,0.6344916535849533,0.8072746961035447,1,1.745029776240135,1.969957656071017,0,1.4316681595455716,1.6468040915434763,1,0.4334302343890222,0.5858061496064355,1
7900,0.025609706154346823,4.5098260866354757e-4,0.8884615154302459,1.0775437876006577,1,1.0913667402075617,1.288226944306722,1,1.6532424183031365,1.8737745634803027,1,0.6552914461153347,0.8310214035363943,1,1.8876287560688583,2.118717186550915,1,1.4765350547005158,1.6898595388255724,1,0.38150400826186753,0.5371382029627094,1
8000,0.02533077313822485,6.243925542241095e-4,0.9283059180028612,1.1168955825857472,1,1.1515554122455576,1.352486896075127,1,1.5313291161799265,1.7456904823567876,0,0.6169687314257875,0.788833807712523,1,1.7840412456610844,2.00936951455956,1,1.456924560485956,1.6719548828714037,1,0.46704174196974635,0.6273390874173037,1
8100,0.024635399092459424,5.47499368045436e-4,0.9379962802036138,1.1228196992892556,1,1.0686615947569322,1.259952343379712,1,1.5618995220976093,1.777754587131059,1,0.6198647652723753,0.7892590371476181,1,1.8752696697891826,2.102129945456449,1,1.4691376015682935,1.6811169794759777,1,0.44769425426074105,0.6031550354393421,1
8200,0.025661432144176093,6.098942421275383e-4,0.9142706142974971,1.099650046714289,1,1.234028409184994,1.4388943496184903,1,1.6456765776307516,1.8661447747074793,1,0.6369213918183649,0.8081520620872704,1,1.9496987539084107,2.179570855484414,1,1.4913464520226452,1.7084476634135517,1,0.4153777951992652,0.5685985643375097,1
8300,0.023911335134855004,9.416513101633264e-4,0.8651784860572692,1.0442302688239509,1,1.257816017879512,1.4581091592724793,0,1.4841204748576364,1.6914141493399877,0,0.5938556967482234,0.7635126274080943,1,1.9154351367152158,2.1390621544605666,1,1.4327135730138876,1.6392319617072495,1,0.35255441028060086,0.5014930287603585,1
8400,0.024202036279044825,8.310561928301436e-4,0.891929961470928,1.0724063315551948,1,1.2473403373083483,1.446998956831834,1,1.6384153542877757,1.8535950499852172,1,0.6695395556603045,0.8406750597864678,1,1.8134788646087492,2.0360223941952635,1,1.290896006754156,1.4909198741469698,0,0.5578922921426619,0.713964475804002,0
8500,0.024030296432825348,4.568242449762867e-4,0.9214982720707499,1.10755869786677,1,1.1691390037505816,1.3637717565778944,1,1.7470628333044806,1.9646487100570265,1,0.6091208376344506,0.771464508185552,1,1.8681298653777465,2.090888842937908,1,1.4155669391110561,1.6199154564752374,1,0.45235770474745735,0.6022933395108823,1
8600,0.02367643628664871,3.655933414204471e-4,0.9355822950506653,1.1159175111270918,1,1.2383815004211303,1.4360270674153863,1,1.610796713381504,1.8214288478722749,1,0.6951229120611713,0.8625405842274427,1,1.85927876070733,2.0789630484785464,1,1.3966414747989497,1.6022382776547563,1,0.414385800313247,0.5617633558127133,1
